price,type,address,latitude,longitude,zone,photos,parking,amenities_nearby,bedrooms,bathrooms,size_interior,ownership_type,public_remarks,postal_code,historical_data,additional_features,listing_type
"$399,800",Single Family,"#2 10240 90 ST NW|Edmonton, Alberta T5H1S1",53.5467944264605,-113.47338414418,"[{'code': 'RSM h12', 'description': 'Small-Medium Scale Transition Residential'}]",['https://cdn.realtor.ca/listings/TS638501860167130000/reb10/highres/3/E4384963_1.jpg'],['Attached Garage'],"['Golf Course', 'Public Transit', 'Shopping']",3,4,192 m2,Condominium/Strata,"SPECTACULAR 2067 sq.ft. 3 storey townhome located in the desirable community of RIVERDALE surrounded by river valley trails, a short walk to the neighborhood Little Brick Caf, parks, Riverside Golf Course & Downtown.  On the main floor is a gourmet kitchen with espresso color cabinetry & hardwood flooring, granite countertops, good size counter height island, stainless steel appliances, walk-in pantry/laundry, double sided gas fireplace, east facing balcony.  The 2nd level features 2 master bedrooms each with their own ensuite & walk-in closets.  The 3rd level is a spectacular loft that can be used as a bedroom or bonus room with a good size deck facing east as well as a 3 piece bathroom.  Included is the fridge, ceramic top stove, built-in microwave, dishwasher, high efficiency washer & dryer, all window coverings, built-in vacuum & A/C.  Attached tandem garage.  Shows very well. (31216847)",T5H1S1,"{'price_change_date': '', 'photo_change_date': '2024-05-01 10:46:56 PM'}",[],residential
"$399,808",Single Family,"9926 78 ST NW|Edmonton, Alberta T6A3C9",53.5400682058174,-113.448127515344,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638496892083000000/reb10/highres/1/E4384021_1.jpg'],"['Detached Garage', 'Oversize']","['Airport', 'Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping', 'Ski hill']",3,2,102.38 m2,Freehold,"ORIGINAL OWNERS in a PRIME location! This home is packed with character and has been lovingly maintained since originally built. Upstairs is 3 beds, 4pc bath, kitchen overlooking dining space and living room with wood burning fp. Down stairs is a 4th bedroom, laundry area w/sink, rec room w/bar and a wood stove! This home has a new HWT , some vinyl windows, roll down shutters, newer shingles, central vac, OVERSIZED double garage w/back alley access and a large yard w/gazebo. This is a vintage home and a rare find. Close to downtown, university, river valley and more. This is an excellent revenue location or easy flip! (31188634)",T6A3C9,"{'price_change_date': '', 'photo_change_date': '2024-04-26 4:46:48 AM'}",[],residential
"$399,900",Single Family,"10234 155 ST NW NW|Edmonton, Alberta T5P2L7",53.544253800001,-113.5889086,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638497324253430000/reb10/highres/2/E4384092_1.jpg'],['Detached Garage'],"['Playground', 'Schools', 'Shopping']",3,3,167.44 m2,Freehold,Spectacular two storey half duplex in Canora with double detached garage and no condo fees. Boasting approximately 1800 Sqft above grade not including unfinished basement with SEPARATE ENTRANCE TO BASEMENT. Upon entry you are greeted with a spacious formal living room. As you make your way to the open concept kitchen with large walk in pantry overlooking the second living area complete with fireplace. Main floor is complete with a two piece washroom. The upper floor is complete with three spacious bedrooms including a full bath. The primary has huge bay windows and a large walk in closet. The ensuite has a jetted tub and separate shower. Nicely refreshed and very well taken care of turnkey home. Just move in! (31190584),T5P2L7,"{'price_change_date': '', 'photo_change_date': '2024-04-26 4:47:05 PM'}",[],residential
"$399,900",Single Family,"14017 158A AV NW|Edmonton, Alberta T6V1V7",53.619019200001,-113.5638905,"[{'code': 'RSF', 'description': 'Small Scale Flex Residential'}]",['https://cdn.realtor.ca/listings/TS638497324275400000/reb10/highres/3/E4384103_1.jpg'],"['Rear', 'RV', 'See Remarks']",['Public Transit'],4,2,96.24 m2,Freehold,"Welcome to the Carlton neighborhood, where this inviting north-facing bi-level home pairs family-friendly charm with excellent investment prospects. The front porch beckons you into a shared entrance, leading to a luminous main floor that boasts two well-appointed bedrooms and a recently updated 4pc bath. A heartwarming kitchen with abundant counterspace flows into the dining area, adorned with balcony doors that open to an expansive deck overseeing a sprawling, fully-fenced backyard  a haven for pets and playtime. The legal basement suite, illuminated by the bi-level architectures tall windows, includes two bedrooms and a practical 3pc bath, ensuring a high-comfort living experience. With parking for four at the rear and situated a stones throw from Elizabeth Finch School, key 127 St amenities, and quick access to 153 Ave and Anthony Henday, this home offers unparalleled connectivity and a promise of steady rental appeal (31190608)",T6V1V7,"{'price_change_date': '', 'photo_change_date': '2024-04-26 4:47:07 PM'}",[],residential
"$399,900",Single Family,"2407 SPARROW CR NW|Edmonton, Alberta T5S0G6",53.5992812755775,-113.65514135159,"[{'code': 'RSF', 'description': 'Small Scale Flex Residential'}]",['https://cdn.realtor.ca/listings/TS638497324297430000/reb10/highres/3/E4384113_1.jpg'],['Attached Garage'],['Shopping'],3,4,133.7 m2,Freehold,"Welcome to Starling -a wonderful family community giving a country living vibe with the convenience of being close to amenities!  This amazing half duplex was a former show home and so you'll enjoy the extra features, including air conditioning & upgraded flooring.  The main floor has a welcoming foyer, leading to the great room area with a cozy electric fireplace.  The kitchen offers a corner pantry, island with eating bar & quartz counter tops plus a spacious dining area with doors to your deck & outdoor living space.  There is a convenient half bath here & walk in closet at the garage entry.  Upstairs is perfectly designed with two primary suites - both feature walk-in closets and full ensuite baths.  The laundry room is here and a spacious loft area is a perfect place to work from home.  The basement is also fully developed with a large rec. room, a third bedroom & a full bath plus LOTS of storage!  With a view of the Big Lake recreation area this home offers amazing features & value. (31190630)",T5S0G6,"{'price_change_date': '', 'photo_change_date': '2024-04-26 4:47:09 PM'}",[],residential
"$399,900",Single Family,"11709 137 AV NW|Edmonton, Alberta T5E1Z6",53.5990786673389,-113.524039915344,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638497396367970000/reb10/highres/7/E4384167_1.jpg'],['Detached Garage'],"['Schools', 'Shopping']",5,4,126.98 m2,Freehold,"Embrace opportunity along 137 Ave, where this alluring property opens its doors to a well-designed main floor with hardwood and ceramic tile, three cozy bedrooms, and two modern bathrooms, including an expansive 4pc ensuite. Descend to the comfort of a legal basement suite featuring two bedrooms, and two baths (1 3pc and 1 4pc), complemented by a separate utility room ensuring tenant tranquility. Venture outside to a south-facing backyard, an inviting canvas for pets or play, fully enclosed with a mix of chain-link and wood fencing, connected by a deck to the main bedroom. A dual-door double garage unveils potential for division and enhanced rental income. Located in a neighborhood prized for its proximity to essential amenities and lively venues, this home is a haven for house hackers and investors alike, promising a blend of lifestyle and financial savvy. (31191775)",T5E1Z6,"{'price_change_date': '', 'photo_change_date': '2024-04-26 6:47:16 PM'}",[],residential
"$399,900",Single Family,"11039 131 ST NW|Edmonton, Alberta T5M1B9",53.5583913245072,-113.5475308,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638501644492300000/reb10/highres/8/E4384858_1.jpg'],['Detached Garage'],"['Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']",3,3,106.58 m2,Freehold,"BEST VALUE IN WESTMOUNT !! Welcome home to this charming half duplex located mere steps from Westmount Mall and all the charm of 124th Street and all it has to offer including boutique shops, restaurants, and much much more. The property features 3 generous sized bedrooms including large primary bedroom with 2 PIECE ENSUITE & AC. Kitchen has been updated and features NEWER STAINLESS STEEL APPLIANCES, NEWER CABINETS, NEWER TILE BACKSPLASH, and NEWER COUNTERTOPS. Living room is spacious and offers a cozy fireplace and sliding glass patio doors leading you to a large low maintenance deck and spacious yard perfect for entertaining or small children. Basement is partly developed and offers loads of potential. Single garage perfect for our long and cold Edmonton winters. The front driveway offers a rubberized portion to it. Close to the downtown core, close to the river valley, minutes to the west end, and close to Groat Road making your daily commute a breeze. Great value, great location, do not miss this one. (31211612)",T5M1B9,"{'price_change_date': '', 'photo_change_date': '2024-05-01 4:47:29 PM'}",[],residential
"$399,900",Single Family,"10227 FULTON RD NW|Edmonton, Alberta T6A3T5",53.5440529743397,-113.428790389584,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638500708099730000/reb10/highres/6/E4384636_1.jpg'],['Detached Garage'],"['Playground', 'Schools', 'Shopping']",4,2,99.1 m2,Freehold,Located in One of Edmonton's premiere Neighborhood's in Fulton Place 1067Sq. Ft 3+1 bedroom.  Custom built Fekete Home! solid wood Kitchen Cabinets. Home is immaculate in condition enjoy the south facing Back yard (31203601),T6A3T5,"{'price_change_date': '', 'photo_change_date': '2024-04-30 2:46:49 PM'}",[],residential
"$399,900",Single Family,"6914 132 AV NW|Edmonton, Alberta T5C2A6",53.5925553712715,-113.4481886,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638502004056230000/reb10/highres/6/E4384986_1.jpg'],"['Parking Pad', 'Rear', 'RV']","['Playground', 'Public Transit', 'Schools', 'Shopping']",3,3,132.4 m2,Freehold,"he Diamond by Diamond West Developments Offers a luxuriously designed living space in the mature neighborhood of Delwood. This 1/2 duplex 1425 sqft ~comes complete with 9 foot ceilings on the main floor & basement as well as luxury vinyl plank flooring, a side door entrance complete with roughed in basement plumbing for future development or suite potential. Oversize living rm, open dining area, laundry closet, large island kitchen w/ quartz counters, abundance of LED pot lights. Upstairs you will find a large Master suite with full ensuite & his and her walk-in closets, convenient sitting/computer area for extra space ~ 2 more bedrooms w/ ample closet space. Basement w/ 9' ceilings, large windows, HRV & Hot water on demand! This unit is individually titled (separate sewer lines) which means no condo fees!! Wide concrete sidewalks, Double Garage pad parking & lrg rear driveway. Close to elementary; junior high and high schools; Londonderry mall; Manning crossing; restaurants; LRT & many more amenities. (31217831)",T5C2A6,"{'price_change_date': '', 'photo_change_date': '2024-05-02 2:46:45 AM'}",[],residential
"$399,900",Single Family,"#201 10108 125 ST NW|Edmonton, Alberta T5N4B6",53.542011000001,-113.5381036,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638506108429470000/reb10/highres/4/E4385844_1.jpg'],['Underground'],"['Public Transit', 'Shopping']",1,2,111.1 m2,Condominium/Strata,"This sophisticated unit is a luxurious one-bedroom plus den with two bathrooms and a total of 1,195.88 square feet of living space in the premier Properties on High Street building in Edmonton. Featuring a modern open floor plan with hardwood floors, maple cupboards, and stylish decor, it offers a gas fireplace, and east-facing views of the street. Built in 2002, the unit boasts 9-foot ceilings, air conditioning, and access to amenities such as an exercise room, beautiful garden area, and pond. Conveniently located near shops, restaurants, and transportation, this property is ideal for those seeking upscale urban living. (31239313)",T5N4B6,"{'price_change_date': '', 'photo_change_date': '2024-05-06 8:47:22 PM'}",[],residential
"$399,900",Single Family,"11334 111 AV NW|Edmonton, Alberta T5G0C8",53.559212200001,-113.5179787,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638507798251700000/reb10/highres/9/E4385879_1.jpg'],['Detached Garage'],"['Playground', 'Public Transit', 'Schools', 'Shopping']",5,2,91.55 m2,Freehold,"Welcome to this beautifully updated bungalow nestled in the charming neighbourhood of Prince Rupert! As you step inside, you'll be greeted by an inviting open concept living and dining area flooded with natural light. The kitchen boasts a large window and features stainless steel appliances. With three bedrooms and laundry upstairs and two additional bedrooms, a kitchen, and laundry in the basement, there's plenty of space for privacy. Each floor also offers a 4-piece bathroom for added comfort and convenience. Youll find plenty of updates that enhance both the aesthetics and functionality of the home. The shingles were recently replaced in 2022, ensuring years of worry-free maintenance, while the eaves were updated in 2020 for improved drainage. Grading work was done in 2023 and the chain link fence was installed in 2022. Most windows have been replaced between 2015 and 2019, providing energy efficiency and a fresh, modern look throughout the home. Don't miss out on this opportunity! (31240228)",T5G0C8,"{'price_change_date': '', 'photo_change_date': '2024-05-08 7:43:50 PM'}",[],residential
